COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,Geo Municipio
15,BOYACÁ,15299,GARAGOA,Municipio,5.089466651,-73.31430272,POINT (-73.31430272 5.089466651)
15,BOYACÁ,15317,GUACAMAYAS,Municipio,6.445438546,-72.51635332,POINT (-72.51635332 6.445438546)
15,BOYACÁ,15322,GUATEQUE,Municipio,5.01450831,-73.48812352,POINT (-73.48812352 5.01450831)
15,BOYACÁ,15325,GUAYATÁ,Municipio,4.931424341,-73.49663372,POINT (-73.49663372 4.931424341)
15,BOYACÁ,15332,GÜICÁN DE LA SIERRA,Municipio,6.566991765,-72.25599334,POINT (-72.25599334 6.566991765)
15,BOYACÁ,15362,IZA,Municipio,5.617366016,-72.96986504,POINT (-72.96986504 5.617366016)
15,BOYACÁ,15367,JENESANO,Municipio,5.38916272,-73.40087021,POINT (-73.40087021 5.38916272)
15,BOYACÁ,15368,JERICÓ,Municipio,6.155633662,-72.58523093,POINT (-72.58523093 6.155633662)
15,BOYACÁ,15377,LABRANZAGRANDE,Municipio,5.541378132,-72.5903846,POINT (-72.5903846 5.541378132)
15,BOYACÁ,15380,LA CAPILLA,Municipio,5.113167102,-73.45923708,POINT (-73.45923708 5.113167102)
15,BOYACÁ,15401,LA VICTORIA,Municipio,5.507008121,-74.24162727,POINT (-74.24162727 5.507008121)
15,BOYACÁ,15403,LA UVITA,Municipio,6.265126191,-72.55551085,POINT (-72.55551085 6.265126191)
15,BOYACÁ,15407,VILLA DE LEYVA,Municipio,5.665762424,-73.514948,POINT (-73.514948 5.665762424)
15,BOYACÁ,15425,MACANAL,Municipio,4.980176495,-73.29413695,POINT (-73.29413695 4.980176495)
15,BOYACÁ,15442,MARIPÍ,Municipio,5.569810633,-74.02003127,POINT (-74.02003127 5.569810633)
15,BOYACÁ,15455,MIRAFLORES,Municipio,5.150953297,-73.17896722,POINT (-73.17896722 5.150953297)
15,BOYACÁ,15464,MONGUA,Municipio,5.710937981,-72.63402875,POINT (-72.63402875 5.710937981)
15,BOYACÁ,15466,MONGUÍ,Municipio,5.697352228,-72.83298664,POINT (-72.83298664 5.697352228)
15,BOYACÁ,15469,MONIQUIRÁ,Municipio,5.863370485,-73.55852538,POINT (-73.55852538 5.863370485)
15,BOYACÁ,15476,MOTAVITA,Municipio,5.606192449,-73.37734267,POINT (-73.37734267 5.606192449)
15,BOYACÁ,15480,MUZO,Municipio,5.539429272,-74.11177139,POINT (-74.11177139 5.539429272)
15,BOYACÁ,15491,NOBSA,Municipio,5.778759851,-72.93268324,POINT (-72.93268324 5.778759851)
15,BOYACÁ,15494,NUEVO COLÓN,Municipio,5.354701485,-73.44873424,POINT (-73.44873424 5.354701485)
15,BOYACÁ,15500,OICATÁ,Municipio,5.610787844,-73.27991905,POINT (-73.27991905 5.610787844)
15,BOYACÁ,15507,OTANCHE,Municipio,5.753787787,-74.19719423,POINT (-74.19719423 5.753787787)
15,BOYACÁ,15511,PACHAVITA,Municipio,5.148323877,-73.39951219,POINT (-73.39951219 5.148323877)
15,BOYACÁ,15514,PÁEZ,Municipio,5.095211035,-73.00435863,POINT (-73.00435863 5.095211035)
15,BOYACÁ,15516,PAIPA,Municipio,5.762027786,-73.13777442,POINT (-73.13777442 5.762027786)
15,BOYACÁ,15518,PAJARITO,Municipio,5.382328949,-72.69672674,POINT (-72.69672674 5.382328949)
15,BOYACÁ,15522,PANQUEBA,Municipio,6.443299758,-72.46182431,POINT (-72.46182431 6.443299758)
15,BOYACÁ,15531,PAUNA,Municipio,5.688801559,-74.00504122,POINT (-74.00504122 5.688801559)
15,BOYACÁ,15533,PAYA,Municipio,5.621242742,-72.3692906,POINT (-72.3692906 5.621242742)
15,BOYACÁ,15537,PAZ DE RÍO,Municipio,6.030008561,-72.75988018,POINT (-72.75988018 6.030008561)
15,BOYACÁ,15542,PESCA,Municipio,5.498483324,-73.07837993,POINT (-73.07837993 5.498483324)
15,BOYACÁ,15550,PISBA,Municipio,5.768131812,-72.43993232,POINT (-72.43993232 5.768131812)
15,BOYACÁ,15572,PUERTO BOYACÁ,Municipio,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654)
15,BOYACÁ,15580,QUÍPAMA,Municipio,5.595729831,-74.26857067,POINT (-74.26857067 5.595729831)
15,BOYACÁ,15599,RAMIRIQUÍ,Municipio,5.319934092,-73.310779,POINT (-73.310779 5.319934092)
15,BOYACÁ,15600,RÁQUIRA,Municipio,5.496268621,-73.62894438,POINT (-73.62894438 5.496268621)
15,BOYACÁ,15621,RONDÓN,Municipio,5.379947879,-73.19650995,POINT (-73.19650995 5.379947879)
15,BOYACÁ,15632,SABOYÁ,Municipio,5.699926051,-73.74799466,POINT (-73.74799466 5.699926051)
15,BOYACÁ,15638,SÁCHICA,Municipio,5.573464882,-73.543102,POINT (-73.543102 5.573464882)
15,BOYACÁ,15646,SAMACÁ,Municipio,5.47053997,-73.5211756,POINT (-73.5211756 5.47053997)
15,BOYACÁ,15660,SAN EDUARDO,Municipio,5.234614686,-73.04914067,POINT (-73.04914067 5.234614686)
15,BOYACÁ,15664,SAN JOSÉ DE PARE,Municipio,5.994154088,-73.54386522,POINT (-73.54386522 5.994154088)
15,BOYACÁ,15667,SAN LUIS DE GACENO,Municipio,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543)
15,BOYACÁ,15673,SAN MATEO,Municipio,6.395388812,-72.55184862,POINT (-72.55184862 6.395388812)
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,Municipio,5.532326922,-73.74715898,POINT (-73.74715898 5.532326922)
15,BOYACÁ,15681,SAN PABLO DE BORBUR,Municipio,5.677345066,-74.11403749,POINT (-74.11403749 5.677345066)
15,BOYACÁ,15686,SANTANA,Municipio,6.057614971,-73.48974828,POINT (-73.48974828 6.057614971)
15,BOYACÁ,15690,SANTA MARÍA,Municipio,4.823002556,-73.25377506,POINT (-73.25377506 4.823002556)
15,BOYACÁ,15693,SANTA ROSA DE VITERBO,Municipio,5.892950301,-72.9917278,POINT (-72.9917278 5.892950301)
15,BOYACÁ,15696,SANTA SOFÍA,Municipio,5.731602716,-73.60366287,POINT (-73.60366287 5.731602716)
15,BOYACÁ,15720,SATIVANORTE,Municipio,6.13211793,-72.73032415,POINT (-72.73032415 6.13211793)
15,BOYACÁ,15723,SATIVASUR,Municipio,6.083405978,-72.72410815,POINT (-72.72410815 6.083405978)
15,BOYACÁ,15740,SIACHOQUE,Municipio,5.498747701,-73.21681778,POINT (-73.21681778 5.498747701)
15,BOYACÁ,15753,SOATÁ,Municipio,6.323088045,-72.69604089,POINT (-72.69604089 6.323088045)
15,BOYACÁ,15755,SOCOTÁ,Municipio,5.906513772,-72.53646361,POINT (-72.53646361 5.906513772)
15,BOYACÁ,15757,SOCHA,Municipio,5.960498836,-72.68239784,POINT (-72.68239784 5.960498836)
15,BOYACÁ,15759,SOGAMOSO,Municipio,5.646672053,-72.8709565,POINT (-72.8709565 5.646672053)
15,BOYACÁ,15761,SOMONDOCO,Municipio,4.970974064,-73.42878785,POINT (-73.42878785 4.970974064)
15,BOYACÁ,15762,SORA,Municipio,5.580573191,-73.44371838,POINT (-73.44371838 5.580573191)
15,BOYACÁ,15763,SOTAQUIRÁ,Municipio,5.763010553,-73.24352232,POINT (-73.24352232 5.763010553)
15,BOYACÁ,15764,SORACÁ,Municipio,5.494890461,-73.31899997,POINT (-73.31899997 5.494890461)
15,BOYACÁ,15774,SUSACÓN,Municipio,6.215200578,-72.71575634,POINT (-72.71575634 6.215200578)
15,BOYACÁ,15776,SUTAMARCHÁN,Municipio,5.640030759,-73.62598773,POINT (-73.62598773 5.640030759)
15,BOYACÁ,15778,SUTATENZA,Municipio,5.030711335,-73.41224401,POINT (-73.41224401 5.030711335)
15,BOYACÁ,15790,TASCO,Municipio,5.882294313,-72.72626817,POINT (-72.72626817 5.882294313)
15,BOYACÁ,15798,TENZA,Municipio,5.071413139,-73.42479699,POINT (-73.42479699 5.071413139)
15,BOYACÁ,15804,TIBANÁ,Municipio,5.301116649,-73.3932521,POINT (-73.3932521 5.301116649)
15,BOYACÁ,15806,TIBASOSA,Municipio,5.747329389,-73.01114724,POINT (-73.01114724 5.747329389)
15,BOYACÁ,15808,TINJACÁ,Municipio,5.577566497,-73.67614572,POINT (-73.67614572 5.577566497)
15,BOYACÁ,15810,TIPACOQUE,Municipio,6.42035349,-72.69463583,POINT (-72.69463583 6.42035349)
15,BOYACÁ,15814,TOCA,Municipio,5.580254287,-73.1606969,POINT (-73.1606969 5.580254287)
15,BOYACÁ,15816,TOGÜÍ,Municipio,5.921830062,-73.48921806,POINT (-73.48921806 5.921830062)
15,BOYACÁ,15820,TÓPAGA,Municipio,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303)
15,BOYACÁ,15822,TOTA,Municipio,5.501297215,-72.99633297,POINT (-72.99633297 5.501297215)
15,BOYACÁ,15832,TUNUNGUÁ,Municipio,5.720301516,-73.94330927,POINT (-73.94330927 5.720301516)
15,BOYACÁ,15835,TURMEQUÉ,Municipio,5.305697418,-73.50908714,POINT (-73.50908714 5.305697418)
15,BOYACÁ,15837,TUTA,Municipio,5.678126998,-73.17343053,POINT (-73.17343053 5.678126998)
15,BOYACÁ,15839,TUTAZÁ,Municipio,6.078051903,-72.85707832,POINT (-72.85707832 6.078051903)
15,BOYACÁ,15842,ÚMBITA,Municipio,5.217241368,-73.46338477,POINT (-73.46338477 5.217241368)
15,BOYACÁ,15861,VENTAQUEMADA,Municipio,5.383385481,-73.52097942,POINT (-73.52097942 5.383385481)
15,BOYACÁ,15879,VIRACACHÁ,Municipio,5.440558216,-73.26627456,POINT (-73.26627456 5.440558216)
15,BOYACÁ,15897,ZETAQUIRA,Municipio,5.285635983,-73.16763091,POINT (-73.16763091 5.285635983)
17,CALDAS,17001,MANIZALES,Municipio,5.08343301,-75.50727881,POINT (-75.50727881 5.08343301)
17,CALDAS,17013,AGUADAS,Municipio,5.616204006,-75.4554471,POINT (-75.4554471 5.616204006)
17,CALDAS,17042,ANSERMA,Municipio,5.20029922,-75.75289078,POINT (-75.75289078 5.20029922)
17,CALDAS,17050,ARANZAZU,Municipio,5.265539969,-75.47392619,POINT (-75.47392619 5.265539969)
17,CALDAS,17088,BELALCÁZAR,Municipio,4.99467728,-75.81225989,POINT (-75.81225989 4.99467728)
17,CALDAS,17174,CHINCHINÁ,Municipio,4.974340569,-75.65954686,POINT (-75.65954686 4.974340569)
17,CALDAS,17272,FILADELFIA,Municipio,5.285743777,-75.58978784,POINT (-75.58978784 5.285743777)
17,CALDAS,17380,LA DORADA,Municipio,5.410515691,-74.72114262,POINT (-74.72114262 5.410515691)
17,CALDAS,17388,LA MERCED,Municipio,5.393185716,-75.55791071,POINT (-75.55791071 5.393185716)
17,CALDAS,17433,MANZANARES,Municipio,5.23295391,-75.15263447,POINT (-75.15263447 5.23295391)
17,CALDAS,17442,MARMATO,Municipio,5.492632029,-75.60209955,POINT (-75.60209955 5.492632029)
17,CALDAS,17444,MARQUETALIA,Municipio,5.309142491,-75.04117892,POINT (-75.04117892 5.309142491)
17,CALDAS,17446,MARULANDA,Municipio,5.235585244,-75.28316648,POINT (-75.28316648 5.235585244)
17,CALDAS,17486,NEIRA,Municipio,5.183358589,-75.50692977,POINT (-75.50692977 5.183358589)
17,CALDAS,17495,NORCASIA,Municipio,5.638062349,-74.85492707,POINT (-74.85492707 5.638062349)
17,CALDAS,17513,PÁCORA,Municipio,5.500035035,-75.48245057,POINT (-75.48245057 5.500035035)
17,CALDAS,17524,PALESTINA,Municipio,5.050342543,-75.66176266,POINT (-75.66176266 5.050342543)
17,CALDAS,17541,PENSILVANIA,Municipio,5.407187836,-75.16683996,POINT (-75.16683996 5.407187836)
17,CALDAS,17614,RIOSUCIO,Municipio,5.442275418,-75.75220499,POINT (-75.75220499 5.442275418)
17,CALDAS,17616,RISARALDA,Municipio,5.097563816,-75.73335166,POINT (-75.73335166 5.097563816)
17,CALDAS,17653,SALAMINA,Municipio,5.370332425,-75.40962177,POINT (-75.40962177 5.370332425)
17,CALDAS,17662,SAMANÁ,Municipio,5.519692873,-74.99718577,POINT (-74.99718577 5.519692873)
17,CALDAS,17665,SAN JOSÉ,Municipio,5.083424513,-75.8101789,POINT (-75.8101789 5.083424513)
17,CALDAS,17777,SUPÍA,Municipio,5.45295802,-75.64035705,POINT (-75.64035705 5.45295802)
17,CALDAS,17867,VICTORIA,Municipio,5.447542859,-74.83622502,POINT (-74.83622502 5.447542859)
17,CALDAS,17873,VILLAMARÍA,Municipio,4.940211591,-75.43544014,POINT (-75.43544014 4.940211591)
17,CALDAS,17877,VITERBO,Municipio,5.047822054,-75.879297,POINT (-75.879297 5.047822054)
18,CAQUETÁ,18001,FLORENCIA,Municipio,1.749138704,-75.55823906,POINT (-75.55823906 1.749138704)
18,CAQUETÁ,18029,ALBANIA,Municipio,1.22786549,-75.88232651,POINT (-75.88232651 1.22786549)
18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,Municipio,1.536174657,-75.90947504,POINT (-75.90947504 1.536174657)
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,Municipio,0.647693081,-74.27235499,POINT (-74.27235499 0.647693081)
18,CAQUETÁ,18205,CURILLO,Municipio,1.115379292,-75.97328452,POINT (-75.97328452 1.115379292)
18,CAQUETÁ,18247,EL DONCELLO,Municipio,1.713734697,-75.26878109,POINT (-75.26878109 1.713734697)
18,CAQUETÁ,18256,EL PAUJÍL,Municipio,1.476630016,-75.20231825,POINT (-75.20231825 1.476630016)
18,CAQUETÁ,18410,LA MONTAÑITA,Municipio,1.302860442,-75.23572732,POINT (-75.23572732 1.302860442)
18,CAQUETÁ,18460,MILÁN,Municipio,1.146692554,-75.38664764,POINT (-75.38664764 1.146692554)
18,CAQUETÁ,18479,MORELIA,Municipio,1.38299611,-75.67381123,POINT (-75.67381123 1.38299611)
18,CAQUETÁ,18592,PUERTO RICO,Municipio,2.018940891,-75.07308627,POINT (-75.07308627 2.018940891)
18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,Municipio,1.304702314,-76.11000594,POINT (-76.11000594 1.304702314)
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,Municipio,1.308465061,-74.19746971,POINT (-74.19746971 1.308465061)
18,CAQUETÁ,18756,SOLANO,Municipio,0.096131862,-72.32036402,POINT (-72.32036402 0.096131862)
18,CAQUETÁ,18785,SOLITA,Municipio,0.943939454,-75.64668544,POINT (-75.64668544 0.943939454)
18,CAQUETÁ,18860,VALPARAÍSO,Municipio,1.07534915,-75.73779004,POINT (-75.73779004 1.07534915)
19,CAUCA,19001,POPAYÁN,Municipio,2.471704362,-76.59194419,POINT (-76.59194419 2.471704362)
19,CAUCA,19022,ALMAGUER,Municipio,1.912440521,-76.83494519,POINT (-76.83494519 1.912440521)
19,CAUCA,19050,ARGELIA,Municipio,2.329337283,-77.26314906,POINT (-77.26314906 2.329337283)
19,CAUCA,19075,BALBOA,Municipio,2.084732945,-77.2088133,POINT (-77.2088133 2.084732945)
19,CAUCA,19100,BOLÍVAR,Municipio,1.853951938,-76.96337454,POINT (-76.96337454 1.853951938)
19,CAUCA,19110,BUENOS AIRES,Municipio,2.988923885,-76.62158951,POINT (-76.62158951 2.988923885)
19,CAUCA,19130,CAJIBÍO,Municipio,2.643209848,-76.70138914,POINT (-76.70138914 2.643209848)
19,CAUCA,19137,CALDONO,Municipio,2.803845691,-76.42719377,POINT (-76.42719377 2.803845691)
19,CAUCA,19142,CALOTO,Municipio,3.062875557,-76.32127977,POINT (-76.32127977 3.062875557)
19,CAUCA,19212,CORINTO,Municipio,3.136753606,-76.20964569,POINT (-76.20964569 3.136753606)
19,CAUCA,19256,EL TAMBO,Municipio,2.534488312,-77.00511207,POINT (-77.00511207 2.534488312)
19,CAUCA,19290,FLORENCIA,Municipio,1.69453474,-77.08735723,POINT (-77.08735723 1.69453474)
19,CAUCA,19300,GUACHENÉ,Municipio,3.144389993,-76.39234811,POINT (-76.39234811 3.144389993)
19,CAUCA,19318,GUAPI,Municipio,2.41326696,-77.69047531,POINT (-77.69047531 2.41326696)
19,CAUCA,19355,INZÁ,Municipio,2.499058783,-76.13762531,POINT (-76.13762531 2.499058783)
19,CAUCA,19364,JAMBALÓ,Municipio,2.84981013,-76.31124919,POINT (-76.31124919 2.84981013)
19,CAUCA,19392,LA SIERRA,Municipio,2.187473572,-76.78228032,POINT (-76.78228032 2.187473572)
19,CAUCA,19397,LA VEGA,Municipio,2.053933426,-76.7588062,POINT (-76.7588062 2.053933426)
19,CAUCA,19418,LÓPEZ DE MICAY,Municipio,2.95819877,-77.24212158,POINT (-77.24212158 2.95819877)
19,CAUCA,19450,MERCADERES,Municipio,1.793825164,-77.18060381,POINT (-77.18060381 1.793825164)
19,CAUCA,19455,MIRANDA,Municipio,3.228235212,-76.21670827,POINT (-76.21670827 3.228235212)
19,CAUCA,19473,MORALES,Municipio,2.773663981,-76.74605152,POINT (-76.74605152 2.773663981)
19,CAUCA,19513,PADILLA,Municipio,3.194730618,-76.3362418,POINT (-76.3362418 3.194730618)
19,CAUCA,19517,PÁEZ,Municipio,2.733887702,-75.99368264,POINT (-75.99368264 2.733887702)
19,CAUCA,19532,PATÍA,Municipio,2.157983906,-77.0465762,POINT (-77.0465762 2.157983906)
19,CAUCA,19533,PIAMONTE,Municipio,1.054128816,-76.4443271,POINT (-76.4443271 1.054128816)
19,CAUCA,19548,PIENDAMÓ - TUNÍA,Municipio,2.702420026,-76.53770455,POINT (-76.53770455 2.702420026)
19,CAUCA,19573,PUERTO TEJADA,Municipio,3.266724205,-76.41846353,POINT (-76.41846353 3.266724205)
19,CAUCA,19585,PURACÉ,Municipio,2.262153618,-76.44826938,POINT (-76.44826938 2.262153618)
19,CAUCA,19622,ROSAS,Municipio,2.260421954,-76.74582033,POINT (-76.74582033 2.260421954)
19,CAUCA,19693,SAN SEBASTIÁN,Municipio,1.856261815,-76.71652424,POINT (-76.71652424 1.856261815)
19,CAUCA,19698,SANTANDER DE QUILICHAO,Municipio,2.984467338,-76.49873145,POINT (-76.49873145 2.984467338)
19,CAUCA,19701,SANTA ROSA,Municipio,1.52002179,-76.53876281,POINT (-76.53876281 1.52002179)
19,CAUCA,19743,SILVIA,Municipio,2.651291894,-76.35057356,POINT (-76.35057356 2.651291894)
19,CAUCA,19760,SOTARÁ PAISPAMBA,Municipio,2.231820541,-76.61146633,POINT (-76.61146633 2.231820541)
19,CAUCA,19780,SUÁREZ,Municipio,2.936865997,-76.7458243,POINT (-76.7458243 2.936865997)
19,CAUCA,19785,SUCRE,Municipio,2.057735184,-76.90993965,POINT (-76.90993965 2.057735184)
19,CAUCA,19807,TIMBÍO,Municipio,2.369625312,-76.71051932,POINT (-76.71051932 2.369625312)
19,CAUCA,19809,TIMBIQUÍ,Municipio,2.699475127,-77.49131577,POINT (-77.49131577 2.699475127)
19,CAUCA,19821,TORIBÍO,Municipio,2.975771999,-76.20331566,POINT (-76.20331566 2.975771999)
19,CAUCA,19824,TOTORÓ,Municipio,2.475213085,-76.39675937,POINT (-76.39675937 2.475213085)
19,CAUCA,19845,VILLA RICA,Municipio,3.180627317,-76.46445558,POINT (-76.46445558 3.180627317)
20,CESAR,20001,VALLEDUPAR,Municipio,10.21890277,-73.45784764,POINT (-73.45784764 10.21890277)
20,CESAR,20011,AGUACHICA,Municipio,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219)
20,CESAR,20013,AGUSTÍN CODAZZI,Municipio,9.949215908,-73.22358244,POINT (-73.22358244 9.949215908)
20,CESAR,20032,ASTREA,Municipio,9.510727925,-73.94214641,POINT (-73.94214641 9.510727925)
20,CESAR,20045,BECERRIL,Municipio,9.727732939,-73.25250522,POINT (-73.25250522 9.727732939)
20,CESAR,20060,BOSCONIA,Municipio,9.946391309,-73.86628815,POINT (-73.86628815 9.946391309)
20,CESAR,20175,CHIMICHAGUA,Municipio,9.27797765,-73.84697903,POINT (-73.84697903 9.27797765)
20,CESAR,20178,CHIRIGUANÁ,Municipio,9.426648354,-73.54797894,POINT (-73.54797894 9.426648354)
20,CESAR,20228,CURUMANÍ,Municipio,9.238771332,-73.48810861,POINT (-73.48810861 9.238771332)
20,CESAR,20238,EL COPEY,Municipio,10.19995356,-73.91282064,POINT (-73.91282064 10.19995356)
20,CESAR,20250,EL PASO,Municipio,9.683474681,-73.73833778,POINT (-73.73833778 9.683474681)
20,CESAR,20295,GAMARRA,Municipio,8.337726622,-73.70649199,POINT (-73.70649199 8.337726622)
20,CESAR,20310,GONZÁLEZ,Municipio,8.405516522,-73.37537309,POINT (-73.37537309 8.405516522)
20,CESAR,20383,LA GLORIA,Municipio,8.588002247,-73.61602384,POINT (-73.61602384 8.588002247)
20,CESAR,20400,LA JAGUA DE IBIRICO,Municipio,9.52099808,-73.32249338,POINT (-73.32249338 9.52099808)
20,CESAR,20443,MANAURE BALCÓN DEL CESAR,Municipio,10.38027852,-73.00706275,POINT (-73.00706275 10.38027852)
20,CESAR,20517,PAILITAS,Municipio,8.938916143,-73.57247213,POINT (-73.57247213 8.938916143)
20,CESAR,20550,PELAYA,Municipio,8.764116734,-73.63295546,POINT (-73.63295546 8.764116734)
20,CESAR,20570,PUEBLO BELLO,Municipio,10.41736874,-73.61450632,POINT (-73.61450632 10.41736874)
20,CESAR,20614,RÍO DE ORO,Municipio,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245)
20,CESAR,20621,LA PAZ,Municipio,10.24440562,-73.07824569,POINT (-73.07824569 10.24440562)
20,CESAR,20710,SAN ALBERTO,Municipio,7.769815987,-73.47218888,POINT (-73.47218888 7.769815987)
20,CESAR,20750,SAN DIEGO,Municipio,10.16952712,-73.2879827,POINT (-73.2879827 10.16952712)
20,CESAR,20770,SAN MARTÍN,Municipio,7.937788454,-73.54436312,POINT (-73.54436312 7.937788454)
20,CESAR,20787,TAMALAMEQUE,Municipio,8.902075012,-73.7633962,POINT (-73.7633962 8.902075012)
23,CÓRDOBA,23001,MONTERÍA,Municipio,8.584698016,-75.95055079,POINT (-75.95055079 8.584698016)
23,CÓRDOBA,23068,AYAPEL,Municipio,8.265768688,-75.04868436,POINT (-75.04868436 8.265768688)
23,CÓRDOBA,23079,BUENAVISTA,Municipio,8.191397953,-75.43382532,POINT (-75.43382532 8.191397953)
23,CÓRDOBA,23090,CANALETE,Municipio,8.7240958,-76.23779081,POINT (-76.23779081 8.7240958)
23,CÓRDOBA,23162,CERETÉ,Municipio,8.895667051,-75.87842391,POINT (-75.87842391 8.895667051)
23,CÓRDOBA,23168,CHIMÁ,Municipio,9.11024941,-75.65237351,POINT (-75.65237351 9.11024941)
23,CÓRDOBA,23182,CHINÚ,Municipio,9.053287104,-75.37387363,POINT (-75.37387363 9.053287104)
23,CÓRDOBA,23189,CIÉNAGA DE ORO,Municipio,8.841811894,-75.60779829,POINT (-75.60779829 8.841811894)
23,CÓRDOBA,23300,COTORRA,Municipio,9.071460219,-75.75459276,POINT (-75.75459276 9.071460219)
23,CÓRDOBA,23350,LA APARTADA,Municipio,8.052218422,-75.28816022,POINT (-75.28816022 8.052218422)
23,CÓRDOBA,23417,LORICA,Municipio,9.165034998,-75.90978124,POINT (-75.90978124 9.165034998)
23,CÓRDOBA,23419,LOS CÓRDOBAS,Municipio,8.823307063,-76.3430552,POINT (-76.3430552 8.823307063)
23,CÓRDOBA,23464,MOMIL,Municipio,9.265461621,-75.65090876,POINT (-75.65090876 9.265461621)
23,CÓRDOBA,23466,MONTELÍBANO,Municipio,7.866432635,-75.87533926,POINT (-75.87533926 7.866432635)
23,CÓRDOBA,23500,MOÑITOS,Municipio,9.190515343,-76.11931709,POINT (-76.11931709 9.190515343)
23,CÓRDOBA,23555,PLANETA RICA,Municipio,8.181108488,-75.68923803,POINT (-75.68923803 8.181108488)
23,CÓRDOBA,23570,PUEBLO NUEVO,Municipio,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568)
23,CÓRDOBA,23574,PUERTO ESCONDIDO,Municipio,8.988667731,-76.19405912,POINT (-76.19405912 8.988667731)
23,CÓRDOBA,23580,PUERTO LIBERTADOR,Municipio,7.711515736,-75.77123224,POINT (-75.77123224 7.711515736)
23,CÓRDOBA,23586,PURÍSIMA DE LA CONCEPCIÓN,Municipio,9.282386127,-75.72129392,POINT (-75.72129392 9.282386127)
23,CÓRDOBA,23660,SAHAGÚN,Municipio,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016)
23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,Municipio,9.121296353,-75.52091711,POINT (-75.52091711 9.121296353)
23,CÓRDOBA,23672,SAN ANTERO,Municipio,9.359667489,-75.78700252,POINT (-75.78700252 9.359667489)
23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,Municipio,9.330098329,-75.97623858,POINT (-75.97623858 9.330098329)
23,CÓRDOBA,23678,SAN CARLOS,Municipio,8.706464263,-75.69251825,POINT (-75.69251825 8.706464263)
23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Municipio,7.753054395,-75.5672474,POINT (-75.5672474 7.753054395)
23,CÓRDOBA,23686,SAN PELAYO,Municipio,8.987777392,-75.90958771,POINT (-75.90958771 8.987777392)
23,CÓRDOBA,23807,TIERRALTA,Municipio,7.813896829,-76.16846678,POINT (-76.16846678 7.813896829)
23,CÓRDOBA,23815,TUCHÍN,Municipio,9.224630803,-75.54410593,POINT (-75.54410593 9.224630803)
23,CÓRDOBA,23855,VALENCIA,Municipio,8.219904128,-76.2213286,POINT (-76.2213286 8.219904128)
25,CUNDINAMARCA,25001,AGUA DE DIOS,Municipio,4.372744676,-74.67111051,POINT (-74.67111051 4.372744676)
25,CUNDINAMARCA,25019,ALBÁN,Municipio,4.891121638,-74.44278432,POINT (-74.44278432 4.891121638)
25,CUNDINAMARCA,25035,ANAPOIMA,Municipio,4.559962881,-74.5256953,POINT (-74.5256953 4.559962881)
25,CUNDINAMARCA,25040,ANOLAIMA,Municipio,4.789313614,-74.46194256,POINT (-74.46194256 4.789313614)
25,CUNDINAMARCA,25053,ARBELÁEZ,Municipio,4.232786985,-74.39576291,POINT (-74.39576291 4.232786985)
25,CUNDINAMARCA,25086,BELTRÁN,Municipio,4.791721105,-74.71491399,POINT (-74.71491399 4.791721105)
25,CUNDINAMARCA,25095,BITUIMA,Municipio,4.847821091,-74.52862766,POINT (-74.52862766 4.847821091)
25,CUNDINAMARCA,25099,BOJACÁ,Municipio,4.705576252,-74.3354077,POINT (-74.3354077 4.705576252)
25,CUNDINAMARCA,25120,CABRERA,Municipio,3.91861924,-74.44615606,POINT (-74.44615606 3.91861924)
25,CUNDINAMARCA,25123,CACHIPAY,Municipio,4.723063341,-74.45919528,POINT (-74.45919528 4.723063341)
25,CUNDINAMARCA,25126,CAJICÁ,Municipio,4.930402779,-74.02985115,POINT (-74.02985115 4.930402779)
25,CUNDINAMARCA,25148,CAPARRAPÍ,Municipio,5.381501399,-74.52123595,POINT (-74.52123595 5.381501399)
25,CUNDINAMARCA,25151,CÁQUEZA,Municipio,4.402259457,-73.94482435,POINT (-73.94482435 4.402259457)
25,CUNDINAMARCA,25154,CARMEN DE CARUPA,Municipio,5.338856556,-73.92614817,POINT (-73.92614817 5.338856556)
25,CUNDINAMARCA,25168,CHAGUANÍ,Municipio,4.95425175,-74.63090139,POINT (-74.63090139 4.95425175)
25,CUNDINAMARCA,25175,CHÍA,Municipio,4.857823671,-74.03809539,POINT (-74.03809539 4.857823671)
25,CUNDINAMARCA,25178,CHIPAQUE,Municipio,4.463746629,-74.04605246,POINT (-74.04605246 4.463746629)
